type	id	project_id	submitter_id	autolysis_score	biospecimen_anatomic_site	biospecimen_anatomic_site_detail	biospecimen_anatomic_site_uberon_id	biospecimen_anatomic_site_uberon_term	biospecimen_physical_site	biospecimen_type	collection_kit	collection_site	composition	current_weight	freezing_method	hours_to_collection	hours_to_sample_procurement	internal_notes	is_ffpe	method_of_sample_procurement	oct_embedded	pathology_notes	preservation_method	prosector_notes	sample_type	specimen_id	tissue_type	subjects.id	subjects.submitter_id
sample	0325f4ee-b586-4771-ad2d-174022e16661	tutorial-synthetic_data_set_1	NA20754_sample																							NA20754_sample		80f1ddeb-d65b-429b-8f23-e182626bb909	NA20754
sample	033de3ad-c86f-419a-977d-51b977562056	tutorial-synthetic_data_set_1	HG01791_sample																							HG01791_sample		3b4f3509-c615-4c76-8da1-becc93c0d1c7	HG01791
sample	035a3573-ba36-457f-8cf3-a8c3bcfa86c6	tutorial-synthetic_data_set_1	HG01435_sample																							HG01435_sample		d7a16c0b-dc79-49a1-967d-1c43eda2e7ef	HG01435
sample	035eaf2a-2d1d-47df-8e58-b293afad64cf	tutorial-synthetic_data_set_1	HG02219_sample																							HG02219_sample		65420a4c-c2c6-4ca3-9345-53fa9ab2d06c	HG02219
sample	039c49bd-7c5c-436e-a5f5-17c798a2be5b	tutorial-synthetic_data_set_1	HG02981_sample																							HG02981_sample		df8032dd-f9dd-4591-8f95-27ca9930ac99	HG02981
sample	03a70d48-88ca-4c3d-a1c7-0f72002dce0e	tutorial-synthetic_data_set_1	HG02481_sample																							HG02481_sample		abd2a220-34c6-4b83-a4ea-0ceb60e5a661	HG02481
sample	03c5628a-651a-47f7-ab1c-ecacb58efd77	tutorial-synthetic_data_set_1	HG01872_sample																							HG01872_sample		4cc4d5b9-6386-49bf-b712-3b6445dd388e	HG01872
sample	03d1f7be-a900-42bd-915a-ef503ec01233	tutorial-synthetic_data_set_1	NA21130_sample																							NA21130_sample		643a290d-0a03-47b5-9d8f-d13e29dcf3db	NA21130
sample	03ea1cb1-1e30-4ac5-b7fd-73664550edc4	tutorial-synthetic_data_set_1	NA19750_sample																							NA19750_sample		f130d34b-577b-4cab-be74-305c7fadc64a	NA19750
sample	04002e72-8455-433d-b09f-2052327633ac	tutorial-synthetic_data_set_1	NA12489_sample																							NA12489_sample		64752ac6-2d31-4cac-a669-d837e66b16e5	NA12489
sample	04074bc1-46f9-4319-bf62-4fb70eebdc1f	tutorial-synthetic_data_set_1	NA20536_sample																							NA20536_sample		3d62d455-935f-4b28-9fef-019f43b5ad04	NA20536
sample	0416983c-dfe5-46f2-a0ae-73ab237117db	tutorial-synthetic_data_set_1	HG00381_sample																							HG00381_sample		cf97b83d-82df-4e8b-9e8f-99a0525d9673	HG00381
sample	0423080d-824e-49ba-b06b-f00f0b2cc07a	tutorial-synthetic_data_set_1	NA18948_sample																							NA18948_sample		7c521294-6ec1-4861-a84a-87e19509bad9	NA18948
sample	043600bb-8e07-4844-9e12-92a01fc69201	tutorial-synthetic_data_set_1	HG01632_sample																							HG01632_sample		7da373a3-b8ac-43cd-ba39-66dee0f69c6d	HG01632
sample	04837804-4420-41cb-a1f3-32c61416338b	tutorial-synthetic_data_set_1	NA20768_sample																							NA20768_sample		b4bed50e-6426-419b-8c66-f19e4b59c008	NA20768
sample	04cab543-3109-439c-aae2-c5794784b439	tutorial-synthetic_data_set_1	HG02884_sample																							HG02884_sample		489854cd-e163-4f87-b2fd-4bcba46cce1a	HG02884
sample	04cb546b-4b9e-4fc2-bf2d-e38320cc7b60	tutorial-synthetic_data_set_1	NA21127_sample																							NA21127_sample		c12be0c0-00fe-415e-9dcb-c2006259372a	NA21127
sample	04ffff12-817a-4093-9e72-07e09eb0fb1c	tutorial-synthetic_data_set_1	HG01864_sample																							HG01864_sample		a95b6b7c-0014-434c-9356-f5051e9a8370	HG01864
sample	05486715-bc82-4faa-9c18-7ce8e65045aa	tutorial-synthetic_data_set_1	NA19731_sample																							NA19731_sample		86c30da0-9ddc-41f5-8c46-70338ee5dd78	NA19731
sample	054bccc8-83e3-40cd-ba5e-b5681743796e	tutorial-synthetic_data_set_1	HG00189_sample																							HG00189_sample		84b989aa-99c4-4443-8cb0-723637283631	HG00189
sample	05617140-a57d-4152-b25c-a264211f03f1	tutorial-synthetic_data_set_1	HG03885_sample																							HG03885_sample		7e9c030c-193b-4021-8a2e-0a959e1b157d	HG03885
sample	056608f8-efaf-404f-9571-5d400d8aa854	tutorial-synthetic_data_set_1	NA19984_sample																							NA19984_sample		5ad7994c-d537-458d-8f8d-b65fab14d83f	NA19984
sample	057f5672-9a4e-49df-b310-43b681b5f03a	tutorial-synthetic_data_set_1	HG03850_sample																							HG03850_sample		804f83ef-bdc3-473b-978d-2cf448d8edd8	HG03850
sample	058c3140-6436-4980-9b36-ecbeca9b3a9d	tutorial-synthetic_data_set_1	NA12043_sample																							NA12043_sample		37673673-fcc4-41f7-ba26-2d519fcf5a90	NA12043
sample	05a363bf-fa9b-40fd-bc25-ed5f62cc44a5	tutorial-synthetic_data_set_1	HG02069_sample																							HG02069_sample		3f07f8f4-d942-488e-8412-1ee020e2938d	HG02069
sample	05dc2f02-ffdd-4be0-90a7-cd40393d2621	tutorial-synthetic_data_set_1	HG01378_sample																							HG01378_sample		af057507-746f-474f-9cdf-81b67d78ab7a	HG01378
sample	05dcae48-37f9-4629-8b9e-0d4ad084bf91	tutorial-synthetic_data_set_1	HG02178_sample																							HG02178_sample		8230c2f1-f867-4113-8b5f-023027c9f614	HG02178
sample	05e23735-bd09-48f7-be13-40e116c4cee0	tutorial-synthetic_data_set_1	HG02646_sample																							HG02646_sample		f23b92be-683a-4ced-a60b-a3fdea402965	HG02646
sample	05ec1c1c-1d05-484b-a37b-3d35160530ef	tutorial-synthetic_data_set_1	HG04158_sample																							HG04158_sample		0e29e375-bd1b-4453-9f37-57646984c8da	HG04158
sample	05f5da71-e22a-4abc-a984-c0e8a8141785	tutorial-synthetic_data_set_1	HG02053_sample																							HG02053_sample		75dd8810-0697-4f0b-922c-3e0d2339bacb	HG02053
sample	05fae33f-81a7-45c1-834a-7b0a17a00411	tutorial-synthetic_data_set_1	HG00982_sample																							HG00982_sample		334578ba-91f0-4eb0-abee-7ab18c2cd8aa	HG00982
sample	061a67db-50a9-4b12-8d64-8a14441e098c	tutorial-synthetic_data_set_1	HG00115_sample																							HG00115_sample		ad951ac5-d6b9-422b-89bf-2b5f8f499d5d	HG00115
sample	0653739e-afc6-4cff-9ccb-2b3477f32c99	tutorial-synthetic_data_set_1	NA18624_sample																							NA18624_sample		b793b68c-93c9-48a0-9365-985f506b6089	NA18624
sample	06701dc9-6ba1-4562-a298-d3ec885233b4	tutorial-synthetic_data_set_1	NA18626_sample																							NA18626_sample		1ae019d2-320b-452f-81f6-e0ee0704777c	NA18626
sample	06780dee-a324-46b7-b4ce-6f4f9187e48a	tutorial-synthetic_data_set_1	HG00232_sample																							HG00232_sample		12cf0a78-9117-4df2-a4ed-fb21cb76a2f5	HG00232
sample	069425d9-49a6-4a5e-8481-748fc0481eda	tutorial-synthetic_data_set_1	HG02374_sample																							HG02374_sample		f2a9a496-765a-47ae-852a-c8038c8ab91d	HG02374
sample	06bcb7fe-2cf3-44ce-a33a-8828013c7f0c	tutorial-synthetic_data_set_1	HG02603_sample																							HG02603_sample		71271c33-bfe3-45ae-a505-627d2504a117	HG02603
sample	06c2f6b7-34fa-4a50-87d6-71848cb0a114	tutorial-synthetic_data_set_1	HG02397_sample																							HG02397_sample		ce78bfdc-894d-46cb-99e2-a416b211b8e8	HG02397
sample	06d0500e-03ce-44d3-b629-79a6d5567c6d	tutorial-synthetic_data_set_1	NA20282_sample																							NA20282_sample		59ca77aa-fcde-472e-8f64-58e55e62f639	NA20282
sample	06def276-faaf-4fd3-a652-bd876027c580	tutorial-synthetic_data_set_1	NA18636_sample																							NA18636_sample		69bcd9a6-cdac-44d7-b57b-6e06aeb2fb0c	NA18636
sample	0725d56d-080a-4be8-9877-570ce36ed202	tutorial-synthetic_data_set_1	HG01488_sample																							HG01488_sample		c236f51d-51a5-4d50-8651-5e4a766d538f	HG01488
sample	073839cd-b9db-4451-8327-a045582eee8b	tutorial-synthetic_data_set_1	NA19786_sample																							NA19786_sample		1989ecde-3e92-4a46-9cda-ef91a93f217c	NA19786
sample	074c79e2-e510-4e27-908b-1aa93043c206	tutorial-synthetic_data_set_1	NA18625_sample																							NA18625_sample		2872373e-894c-454d-aeff-650c2a2578a7	NA18625
sample	075883f2-c016-4a81-9d2b-3e5b9646a1a4	tutorial-synthetic_data_set_1	NA19152_sample																							NA19152_sample		e98ef19c-8360-40c2-993f-9e5bc919b22f	NA19152
sample	07612ef8-e7ca-4dad-8b1b-557fbedc4b28	tutorial-synthetic_data_set_1	NA19225_sample																							NA19225_sample		15deba7f-bb46-4467-8ce5-02f1b4b3742b	NA19225
sample	07849311-f6d5-45e5-86f4-f53ea4330adc	tutorial-synthetic_data_set_1	HG04161_sample																							HG04161_sample		15cea905-73f6-426b-a008-f9d698495cce	HG04161
sample	07e5a6aa-9555-42c2-a1cb-1f797f1f7911	tutorial-synthetic_data_set_1	HG00116_sample																							HG00116_sample		b13c221e-29e4-49c4-9b57-201ec0518778	HG00116
sample	080fd308-d3ab-44f8-b3cd-40160841f007	tutorial-synthetic_data_set_1	NA19006_sample																							NA19006_sample		e85d704e-f771-4eec-8af8-8fd13e788f79	NA19006
sample	0816610c-dc40-4d46-8b30-487ab816f5ff	tutorial-synthetic_data_set_1	HG00598_sample																							HG00598_sample		0ab3088d-de17-47da-b410-373c55753f1d	HG00598
sample	081aa233-a2d8-4dc8-adaf-74623be152c3	tutorial-synthetic_data_set_1	HG02138_sample																							HG02138_sample		a0ccf55c-f640-4a75-805e-d5392452a320	HG02138
sample	0829c1a1-7499-497c-9567-cb0ae49ff413	tutorial-synthetic_data_set_1	HG01461_sample																							HG01461_sample		a19ec003-d553-4df1-8225-c39010d213df	HG01461
sample	08430fb3-8edf-49cd-84c0-7f2d6ef54589	tutorial-synthetic_data_set_1	HG00368_sample																							HG00368_sample		76f60722-b4d4-4e5a-bb04-96b9c9774f65	HG00368
sample	086612ed-2e05-49c6-a134-4481709fc9c6	tutorial-synthetic_data_set_1	NA18950_sample																							NA18950_sample		7f19b791-3e91-4648-a4f3-a706f6258bbc	NA18950
sample	086b1cd9-f1e1-4e0d-bb25-6e88b0d63513	tutorial-synthetic_data_set_1	HG03136_sample																							HG03136_sample		39134c03-b7e9-4983-8edf-6b093583d271	HG03136
sample	08978810-2dc0-4c21-b3d9-d5977b711799	tutorial-synthetic_data_set_1	HG04222_sample																							HG04222_sample		3f23b4ce-ec7b-4c2b-a40c-ab8af7bfefea	HG04222
sample	08b05d4b-9f90-4896-9457-3e997400c451	tutorial-synthetic_data_set_1	NA18631_sample																							NA18631_sample		4aaa8442-c887-430c-a436-69edc720a8e9	NA18631
sample	08b3db13-d6d3-47ed-9443-fc4b43a569a0	tutorial-synthetic_data_set_1	HG01958_sample																							HG01958_sample		786319cc-9366-45df-9d77-d7cff5a207dc	HG01958
sample	08bcc9e9-2772-4eb6-9965-955d13d8630a	tutorial-synthetic_data_set_1	NA19735_sample																							NA19735_sample		7276267a-3518-41a4-bd25-10b2d3bec9d6	NA19735
sample	08ccc08f-4314-4656-bc61-9922a9ddadfd	tutorial-synthetic_data_set_1	HG02087_sample																							HG02087_sample		f192d0fb-f23b-475e-ae31-e2dd5fe65391	HG02087
sample	08dea56a-22d5-461c-8425-a9141ae98865	tutorial-synthetic_data_set_1	HG00530_sample																							HG00530_sample		c99e6582-6e31-46b4-88dc-a162e4d9407a	HG00530
sample	0904c00e-6506-4394-b076-c8ef85976230	tutorial-synthetic_data_set_1	NA19184_sample																							NA19184_sample		274d6026-3ada-4284-92c0-3ae027c2022a	NA19184
sample	09527f34-fcaf-45e4-a54d-ed01784d432d	tutorial-synthetic_data_set_1	NA20532_sample																							NA20532_sample		ca00c8ba-0b05-4ecd-acee-accb02cc6299	NA20532
sample	09528c4d-569d-4222-9882-ad58b9d97c5c	tutorial-synthetic_data_set_1	HG00584_sample																							HG00584_sample		d82059e6-dfb2-4824-8a38-141d72fa6c07	HG00584
sample	096ae23f-c850-45b5-831e-2992abc2d255	tutorial-synthetic_data_set_1	NA19213_sample																							NA19213_sample		2276c4ec-7303-4c23-aa9f-0c83d58a7278	NA19213
sample	096cb584-f34d-4469-ad96-996056f13734	tutorial-synthetic_data_set_1	HG01890_sample																							HG01890_sample		d1932df6-3353-4d31-a5c5-70dea3d4cb4b	HG01890
sample	09a233ca-d827-4f43-98cb-c9b80325e1b9	tutorial-synthetic_data_set_1	HG04106_sample																							HG04106_sample		73d40739-2c84-48ba-b625-c0fadf0530f1	HG04106
sample	09ac61fd-ca6f-42e0-b15f-b98890efdeba	tutorial-synthetic_data_set_1	HG03864_sample																							HG03864_sample		f8749764-f553-4d18-9008-ed18f81391de	HG03864
sample	09bae9fd-ec1e-4e9f-a27b-9d34503de9e8	tutorial-synthetic_data_set_1	NA18942_sample																							NA18942_sample		ce86e328-cfdf-4d30-b5db-6ab4dbf3e39e	NA18942
sample	09c2dde4-e655-4958-8ab1-8ff3b2a4bad9	tutorial-synthetic_data_set_1	HG02613_sample																							HG02613_sample		1890cad8-30da-4f42-ab3b-41d3f1da13a3	HG02613
sample	09d022f3-2296-4985-81ee-7aa3d14b6110	tutorial-synthetic_data_set_1	HG02285_sample																							HG02285_sample		c73e92c0-ba11-402b-a47c-0521393bbefd	HG02285
sample	09e65a44-6051-4fa6-8587-472fb84b464e	tutorial-synthetic_data_set_1	HG02811_sample																							HG02811_sample		a38e57ef-1392-4b27-a00e-0c60a1f12a29	HG02811
sample	0a4de63b-47cc-4cda-ac6b-8502db99774b	tutorial-synthetic_data_set_1	HG01113_sample																							HG01113_sample		7c9cd317-63ab-4553-a430-429282bde073	HG01113
sample	0a57ee61-b0b0-4ecc-9806-209a19e7756c	tutorial-synthetic_data_set_1	HG00131_sample																							HG00131_sample		0be9422c-a01e-4d2d-b90b-3c1178be1336	HG00131
sample	0a68de12-4ef0-46a3-b309-1ebad9c5401a	tutorial-synthetic_data_set_1	HG01054_sample																							HG01054_sample		b26bfcbd-8a7b-45ba-98b6-afdc03de80e8	HG01054
sample	0a9a5513-4425-451b-af9a-8554f6eafd39	tutorial-synthetic_data_set_1	HG02136_sample																							HG02136_sample		d4e7dce0-a77a-4a56-a309-979b381a5593	HG02136
sample	0aad32fc-50fb-43bd-aa15-24860fac3e3e	tutorial-synthetic_data_set_1	HG04211_sample																							HG04211_sample		5c1340ed-a2aa-4f3e-bfc1-69b42af44e84	HG04211
sample	0ad23454-1e8b-4bd3-ac9d-6df3377f9ed5	tutorial-synthetic_data_set_1	NA12044_sample																							NA12044_sample		5ef4200f-a656-440e-b094-46b5de3108fb	NA12044
sample	0aebb9f6-ac29-4085-ad23-33a50e3eda5b	tutorial-synthetic_data_set_1	NA06985_sample																							NA06985_sample		0b420c2d-a8b1-49aa-a7a9-3f8dd06f8747	NA06985
sample	0af52b0f-915b-4594-a8d7-631bd731cf77	tutorial-synthetic_data_set_1	HG00288_sample																							HG00288_sample		20d05b3a-00c2-4355-b1ea-f63549220ba7	HG00288
sample	0afb64dd-8e61-4909-aed6-af74eba7d1c7	tutorial-synthetic_data_set_1	HG02075_sample																							HG02075_sample		c9da0f1f-076c-4cb6-a2b8-5417afab9c26	HG02075
sample	0b03a4e6-30f5-41f6-a3dd-1e8d92368678	tutorial-synthetic_data_set_1	NA18539_sample																							NA18539_sample		179af481-7264-4f60-9d3e-65bc9534f057	NA18539
sample	0b3c1f9b-70b7-4fda-83d5-696f3a86d14b	tutorial-synthetic_data_set_1	HG01794_sample																							HG01794_sample		aaa024f5-4414-4c88-9bf4-ba99c7da3613	HG01794
sample	0b5c448d-e7fa-41d6-b0d0-303c2ac43559	tutorial-synthetic_data_set_1	NA19084_sample																							NA19084_sample		5c55baab-c26d-4787-a650-f7d696ca564e	NA19084
sample	0b71456a-fc74-43ec-b5e3-e32964e70cd7	tutorial-synthetic_data_set_1	HG03464_sample																							HG03464_sample		e4c02dd4-f100-462f-ac2a-f00a2b5a2496	HG03464
sample	0b7ab5a6-893b-44c2-9294-93521291eb34	tutorial-synthetic_data_set_1	NA20818_sample																							NA20818_sample		16a79abc-c395-470d-aaeb-9f107748d646	NA20818
sample	0bc08b2e-101e-4d3a-ac85-de972945624b	tutorial-synthetic_data_set_1	NA12749_sample																							NA12749_sample		b5f4e4f4-7557-4bbc-8cc3-deae884b0694	NA12749
sample	0bd28622-18bf-4d07-a87d-731585540506	tutorial-synthetic_data_set_1	HG02589_sample																							HG02589_sample		b3de81bd-28e1-4027-88d2-af4748b765af	HG02589
sample	0bfd44da-7d71-448e-ac9b-5133a3a3f464	tutorial-synthetic_data_set_1	HG02058_sample																							HG02058_sample		07e31595-7f8c-490f-8722-0a50bb1fe06f	HG02058
sample	0c0d6118-27d2-47e9-9fd1-466cbce06fd5	tutorial-synthetic_data_set_1	NA18945_sample																							NA18945_sample		fa9ed7d5-354b-48bd-9894-5c9b6f42c3ab	NA18945
sample	0c66fb60-f5e5-444d-aed6-c868a219c753	tutorial-synthetic_data_set_1	HG01815_sample																							HG01815_sample		9597ff9f-9314-47ec-b491-5520fe6f0bf2	HG01815
sample	0c689836-164f-4696-804c-2fe5fb86a355	tutorial-synthetic_data_set_1	NA19002_sample																							NA19002_sample		d89dfc2b-6178-4129-b9a9-55280e497d22	NA19002
sample	0c68a829-1213-4b37-bacb-7395bd45cbbe	tutorial-synthetic_data_set_1	HG02047_sample																							HG02047_sample		1cfda9e6-62b6-40a4-9daa-4bd64c9a6175	HG02047
sample	0c917845-f8cd-4b1e-860d-cff1eef1b7f2	tutorial-synthetic_data_set_1	HG00379_sample																							HG00379_sample		0b2e798d-542d-4d80-8d07-9b751ee67dd8	HG00379
sample	0ccae505-54de-4417-9c89-94239ef93c12	tutorial-synthetic_data_set_1	HG01672_sample																							HG01672_sample		3c6d0f19-d37f-478e-94bc-39459ef9fe54	HG01672
sample	0ccef0ce-aa1c-41d9-915c-57c4ace21fca	tutorial-synthetic_data_set_1	HG00406_sample																							HG00406_sample		6ca2c3f0-e4e3-424b-8837-b38e0a2a458a	HG00406
sample	0cd2cb94-c30a-479a-89ac-bbba2b9eae24	tutorial-synthetic_data_set_1	NA19318_sample																							NA19318_sample		5d49c96d-f305-4159-aa03-5c5d84c1f737	NA19318
sample	0cd5b36f-688d-4b15-9686-41ac30337a98	tutorial-synthetic_data_set_1	NA18992_sample																							NA18992_sample		933f5942-2f8f-43be-a234-73a79e0b66e0	NA18992
sample	0cffc494-76c4-40b5-978e-32b436a28e97	tutorial-synthetic_data_set_1	HG01799_sample																							HG01799_sample		bb446b6e-e822-4ebb-b5b6-0622d45fd7b7	HG01799
sample	0d15cb81-117e-4bf5-9d81-8aa034c18409	tutorial-synthetic_data_set_1	NA19701_sample																							NA19701_sample		3721b409-4fac-4b84-94e0-fafc661c8777	NA19701
sample	0d247317-870b-4d73-a38f-88395b688208	tutorial-synthetic_data_set_1	NA20538_sample																							NA20538_sample		c94bb749-1d0f-4047-8170-e1c15efcd239	NA20538
sample	0d27bba9-f637-4d7c-9e3f-86a452739497	tutorial-synthetic_data_set_1	HG03461_sample																							HG03461_sample		f02b60d8-6a3e-424c-aca1-ec25888fe9a7	HG03461
sample	0d443dbc-2f2d-4866-bd92-dcc225d67a6a	tutorial-synthetic_data_set_1	HG00103_sample																							HG00103_sample		567b32b6-c779-4485-9c94-4da869c1225f	HG00103
sample	0d9553ca-cb5c-4940-9546-b3f5ecc0c662	tutorial-synthetic_data_set_1	HG02798_sample																							HG02798_sample		a5e4b89f-585f-4173-a9b3-0280c3f571ab	HG02798
sample	0d98865b-5f40-4e62-87ca-da9e15440be3	tutorial-synthetic_data_set_1	HG00404_sample																							HG00404_sample		faa6a0a6-6eec-4210-8065-ce6972c31c6a	HG00404
sample	0dc8e823-72f0-4098-b9cb-232dbf9ad72d	tutorial-synthetic_data_set_1	HG00634_sample																							HG00634_sample		99443e1c-cced-48a7-94cc-98351863348b	HG00634
sample	0dce7145-2e8e-4592-81f3-59a3f94458cf	tutorial-synthetic_data_set_1	NA20827_sample																							NA20827_sample		1d5eac71-580e-4bfc-9e30-f5c5b65217e5	NA20827
sample	0def633f-25e1-471d-8e1b-12af15eec2dd	tutorial-synthetic_data_set_1	HG02839_sample																							HG02839_sample		e652106f-53b2-4bcf-97ca-624421e0ba32	HG02839
sample	0dfebd86-f18b-4f3a-b9d7-315a32bda5e5	tutorial-synthetic_data_set_1	HG04076_sample																							HG04076_sample		ea772cf8-794d-4ba0-b12f-884b13118e86	HG04076
sample	0e2283f8-7366-4506-b71b-03420cd18fa7	tutorial-synthetic_data_set_1	HG03884_sample																							HG03884_sample		7d633e58-a1c4-48fe-9e50-2e2a12a78eb1	HG03884
sample	0e456428-1824-4d02-b9b0-8a9af78aa5fe	tutorial-synthetic_data_set_1	HG03882_sample																							HG03882_sample		10b34a81-497f-44ec-9236-86744dc3efc1	HG03882
sample	0e6777fa-17ca-43ff-a0e5-a50441c8dea9	tutorial-synthetic_data_set_1	HG04216_sample																							HG04216_sample		98b6a0bf-5753-4800-a367-a7546cd027a2	HG04216
sample	0e6ed32b-3bc2-43f2-b1f1-1b01d1e8d2e7	tutorial-synthetic_data_set_1	HG03369_sample																							HG03369_sample		121d77a0-fc55-468c-ade9-9c1687db0073	HG03369
sample	0e74e573-8b0e-4e64-baf4-ab0839f7c4e0	tutorial-synthetic_data_set_1	HG02107_sample																							HG02107_sample		1ee1a66f-2900-473d-b805-db7a3a6090b8	HG02107
sample	0eac9f70-e675-40d1-9ff4-576a4ca3404b	tutorial-synthetic_data_set_1	HG03616_sample																							HG03616_sample		be106e56-1d76-4fbb-a1f9-30a80de2bd7d	HG03616
sample	0ecb10e5-598a-4e3e-bb42-a0dc141baa65	tutorial-synthetic_data_set_1	HG00266_sample																							HG00266_sample		3d9e107a-de69-423a-8042-7f73f4bb2265	HG00266
sample	0eccb0af-84d2-42d3-9dd3-6c7e08a46ec5	tutorial-synthetic_data_set_1	NA19190_sample																							NA19190_sample		25af3363-6006-4c60-8770-5e6b77efea0e	NA19190
sample	0edfc03a-2146-411b-849d-d2791aa5ad7f	tutorial-synthetic_data_set_1	HG00557_sample																							HG00557_sample		1f6f015c-29e8-4f43-b922-6b8b5ec28e47	HG00557
